-181.343, 63.521, 3.484,  7.606
-181.345, 63.404, 3.513,  7.639
-181.347, 63.287, 3.505,  7.672
-181.349, 63.171, 3.470,  7.705
-181.351, 63.058, 3.415,  7.738
-181.353, 62.946, 3.347,  7.771
-181.354, 62.838, 3.269,  7.804
-181.356, 62.732, 3.177,  7.837
-181.357, 62.629, 3.096,  7.870
-181.359, 62.528, 3.038,  7.903
-181.360, 62.428, 3.009,  7.936
-181.362, 62.328, 3.009,  7.969
-181.363, 62.227, 3.036,  8.002
-181.365, 62.124, 3.089,  8.035
-181.366, 62.019, 3.166,  8.068
-181.367, 61.910, 3.263,  8.101
-181.369, 61.798, 3.375,  8.134
-181.370, 61.681, 3.493,  8.167
-181.371, 61.561, 3.597,  8.200
-181.372, 61.439, 3.667,  8.233
-181.374, 61.316, 3.690,  8.266
-181.375, 61.193, 3.677,  8.299
-181.376, 61.072, 3.636,  8.332
-181.377, 60.953, 3.577,  8.365
-181.378, 60.836, 3.503,  8.398
-181.379, 60.722, 3.420,  8.431
-181.380, 60.611, 3.325,  8.464
-181.381, 60.504, 3.240,  8.497
-181.382, 60.398, 3.178,  8.530
-181.382, 60.293, 3.146,  8.563
-181.383, 60.189, 3.146,  8.596
-181.384, 60.083, 3.175,  8.629
-181.384, 59.975, 3.233,  8.662
-181.385, 59.865, 3.316,  8.695
-181.386, 59.751, 3.418,  8.728
-181.386, 59.633, 3.533,  8.761
-181.387, 59.512, 3.657,  8.794
-181.388, 59.385, 3.784,  8.827
-181.388, 59.256, 3.894,  8.860
-181.389, 59.123, 3.971,  8.893
-181.389, 58.990, 4.000,  8.926
-181.390, 58.857, 3.989,  8.959
-181.391, 58.725, 3.948,  8.992
-181.391, 58.596, 3.885,  9.025
-181.392, 58.469, 3.807,  9.058
-181.392, 58.345, 3.718,  9.091
-181.392, 58.225, 3.620,  9.124
-181.393, 58.108, 3.532,  9.157
-181.393, 57.992, 3.463,  9.190
-181.393, 57.879, 3.423,  9.223
-181.393, 57.765, 3.411,  9.256
-181.394, 57.651, 3.426,  9.289
-181.394, 57.536, 3.469,  9.322
-181.394, 57.418, 3.538,  9.355
-181.394, 57.297, 3.627,  9.388
-181.394, 57.172, 3.732,  9.421
-181.395, 57.044, 3.849,  9.454
-181.395, 56.912, 3.974,  9.487
-181.395, 56.775, 4.100,  9.520
-181.395, 56.635, 4.210,  9.553
-181.395, 56.492, 4.286,  9.586
-181.396, 56.348, 4.315,  9.619
-181.396, 56.205, 4.303,  9.652
-181.396, 56.063, 4.260,  9.685
-181.396, 55.923, 4.193,  9.718
-181.396, 55.786, 4.109,  9.751
-181.396, 55.653, 4.013,  9.784
-181.396, 55.523, 3.908,  9.817
-181.396, 55.396, 3.800,  9.850
-181.396, 55.273, 3.701,  9.883
-181.396, 55.152, 3.623,  9.916
-181.396, 55.033, 3.576,  9.949
-181.396, 54.915, 3.562,  9.982
-181.396, 54.796, 3.580, 10.015
-181.396, 54.675, 3.630, 10.048
-181.396, 54.551, 3.706, 10.081
-181.396, 54.424, 3.800, 10.114
-181.396, 54.294, 3.908, 10.147
-181.396, 54.160, 4.026, 10.180
-181.396, 54.022, 4.151, 10.213
-181.396, 53.879, 4.282, 10.246
-181.396, 53.732, 4.413, 10.279
-181.396, 53.581, 4.527, 10.312
-181.396, 53.427, 4.607, 10.345
-181.396, 53.273, 4.639, 10.378
-181.396, 53.119, 4.629, 10.411
-181.396, 52.966, 4.586, 10.444
-181.396, 52.815, 4.519, 10.477
-181.396, 52.668, 4.433, 10.510
-181.396, 52.524, 4.333, 10.543
-181.396, 52.383, 4.223, 10.576
-181.396, 52.246, 4.110, 10.609
-181.396, 52.113, 4.005, 10.642
-181.396, 51.983, 3.920, 10.675
-181.396, 51.854, 3.865, 10.708
-181.396, 51.726, 3.841, 10.741
-181.396, 51.598, 3.851, 10.774
-181.396, 51.468, 3.893, 10.807
-181.396, 51.336, 3.961, 10.840
-181.396, 51.201, 4.048, 10.873
-181.396, 51.063, 4.150, 10.906
-181.396, 50.921, 4.263, 10.939
-181.396, 50.774, 4.383, 10.972
-181.396, 50.624, 4.510, 11.005
-181.396, 50.470, 4.637, 11.038
-181.396, 50.311, 4.747, 11.071
-181.396, 50.151, 4.823, 11.104
-181.396, 49.989, 4.853, 11.137
-181.396, 49.827, 4.840, 11.170
-181.395, 49.668, 4.794, 11.203
-181.395, 49.510, 4.724, 11.236
-181.395, 49.356, 4.635, 11.269
-181.395, 49.205, 4.532, 11.302
-181.395, 49.058, 4.423, 11.335
-181.395, 48.914, 4.320, 11.368
-181.395, 48.773, 4.234, 11.401
-181.395, 48.635, 4.176, 11.434
-181.395, 48.496, 4.147, 11.467
-181.395, 48.358, 4.150, 11.500
-181.395, 48.219, 4.184, 11.533
-181.395, 48.078, 4.245, 11.566
-181.395, 47.933, 4.326, 11.599
-181.395, 47.786, 4.421, 11.632
-181.395, 47.635, 4.528, 11.665
-181.395, 47.480, 4.643, 11.698
-181.395, 47.321, 4.765, 11.731
-181.395, 47.158, 4.892, 11.764
-181.395, 46.991, 5.018, 11.797
-181.395, 46.820, 5.132, 11.830
-181.395, 46.647, 5.212, 11.863
-181.395, 46.472, 5.245, 11.896
-181.395, 46.297, 5.232, 11.929
-181.395, 46.125, 5.188, 11.962
-181.395, 45.954, 5.122, 11.995
-181.395, 45.787, 5.039, 12.028
-181.395, 45.622, 4.938, 12.061
-181.395, 45.462, 4.820, 12.094
-181.395, 45.305, 4.707, 12.127
-181.395, 45.151, 4.611, 12.160
-181.395, 45.000, 4.541, 12.193
-181.395, 44.851, 4.498, 12.226
-181.395, 44.701, 4.485, 12.259
-181.395, 44.551, 4.503, 12.292
-181.395, 44.400, 4.550, 12.325
-181.395, 44.246, 4.618, 12.358
-181.395, 44.089, 4.703, 12.391
-181.395, 43.929, 4.801, 12.424
-181.395, 43.765, 4.908, 12.457
-181.395, 43.598, 5.023, 12.490
-181.395, 43.426, 5.143, 12.523
-181.395, 43.251, 5.268, 12.556
-181.395, 43.071, 5.394, 12.589
-181.395, 42.888, 5.505, 12.622
-181.395, 42.702, 5.585, 12.655
-181.395, 42.515, 5.616, 12.688
-181.395, 42.328, 5.602, 12.721
-181.395, 42.143, 5.554, 12.754
-181.395, 41.961, 5.479, 12.787
-181.395, 41.782, 5.385, 12.820
-181.395, 41.606, 5.283, 12.853
-181.395, 41.433, 5.176, 12.886
-181.395, 41.265, 5.070, 12.919
-181.395, 41.099, 4.974, 12.952
-181.395, 40.936, 4.897, 12.985
-181.395, 40.774, 4.841, 13.018
-181.395, 40.614, 4.815, 13.051
-181.395, 40.453, 4.823, 13.084
-181.395, 40.291, 4.860, 13.117
-181.395, 40.127, 4.921, 13.150
-181.395, 39.961, 4.998, 13.183
-181.394, 39.791, 5.088, 13.216
-181.394, 39.618, 5.188, 13.249
-181.394, 39.441, 5.297, 13.282
-181.394, 39.261, 5.412, 13.315
-181.394, 39.076, 5.532, 13.348
-181.394, 38.888, 5.657, 13.381
-181.394, 38.695, 5.785, 13.414
-181.394, 38.499, 5.913, 13.447
-181.394, 38.298, 6.025, 13.480
-181.394, 38.095, 6.106, 13.513
-181.394, 37.890, 6.138, 13.546
-181.394, 37.686, 6.125, 13.579
-181.394, 37.484, 6.076, 13.612
-181.394, 37.285, 5.999, 13.645
-181.394, 37.088, 5.901, 13.678
-181.393, 36.896, 5.786, 13.711
-181.393, 36.707, 5.660, 13.744
-181.393, 36.523, 5.536, 13.777
-181.393, 36.343, 5.424, 13.810
-181.393, 36.165, 5.336, 13.843
-181.393, 35.989, 5.275, 13.876
-181.393, 35.815, 5.233, 13.909
-181.393, 35.641, 5.201, 13.942
-181.393, 35.468, 5.187, 13.975
-181.393, 35.295, 5.191, 14.008
-181.393, 35.121, 5.214, 14.041
-181.392, 34.946, 5.256, 14.074
-181.392, 34.768, 5.316, 14.107
-181.392, 34.588, 5.397, 14.140
-181.392, 34.405, 5.499, 14.173
-181.392, 34.218, 5.628, 14.206
-181.392, 34.025, 5.774, 14.239
-181.392, 33.828, 5.921, 14.272
-181.392, 33.626, 6.068, 14.305
-181.391, 33.419, 6.214, 14.338
-181.391, 33.207, 6.357, 14.371
-181.391, 32.991, 6.484, 14.404
-181.391, 32.772, 6.577, 14.437
-181.391, 32.552, 6.623, 14.470
-181.391, 32.332, 6.621, 14.503
-181.391, 32.113, 6.580, 14.536
-181.390, 31.896, 6.508, 14.569
-181.390, 31.683, 6.412, 14.602
-181.390, 31.473, 6.297, 14.635
-181.390, 31.268, 6.171, 14.668
-181.390, 31.067, 6.042, 14.701
-181.390, 30.870, 5.925, 14.734
-181.389, 30.676, 5.828, 14.767
-181.389, 30.484, 5.754, 14.800
-181.389, 30.294, 5.706, 14.833
-181.389, 30.104, 5.689, 14.866
-181.389, 29.914, 5.703, 14.899
-181.389, 29.723, 5.739, 14.932
-181.388, 29.530, 5.788, 14.965
-181.388, 29.334, 5.849, 14.998
-181.388, 29.137, 5.923, 15.031
-181.388, 28.936, 6.013, 15.064
-181.388, 28.732, 6.118, 15.097
-181.387, 28.525, 6.230, 15.130
-181.387, 28.313, 6.346, 15.163
-181.387, 28.098, 6.467, 15.196
-181.387, 27.879, 6.589, 15.229
-181.386, 27.655, 6.715, 15.262
-181.386, 27.427, 6.841, 15.295
-181.386, 27.196, 6.967, 15.328
-181.386, 26.960, 7.077, 15.361
-181.386, 26.722, 7.156, 15.394
-181.385, 26.483, 7.187, 15.427
-181.385, 26.244, 7.171, 15.460
-181.385, 26.007, 7.118, 15.493
-181.384, 25.773, 7.036, 15.526
-181.384, 25.542, 6.931, 15.559
-181.384, 25.316, 6.810, 15.592
-181.384, 25.093, 6.685, 15.625
-181.383, 24.875, 6.567, 15.658
-181.383, 24.659, 6.465, 15.691
-181.383, 24.447, 6.382, 15.724
-181.382, 24.236, 6.321, 15.757
-181.382, 24.027, 6.286, 15.790
-181.382, 23.817, 6.280, 15.823
-181.382, 23.607, 6.302, 15.856
-181.381, 23.395, 6.344, 15.889
-181.381, 23.182, 6.403, 15.922
-181.381, 22.966, 6.475, 15.955
-181.380, 22.747, 6.557, 15.988
-181.380, 22.525, 6.649, 16.021
-181.380, 22.300, 6.747, 16.054
-181.379, 22.072, 6.851, 16.087
-181.379, 21.840, 6.959, 16.120
-181.379, 21.605, 7.071, 16.153
-181.378, 21.365, 7.186, 16.186
-181.378, 21.122, 7.304, 16.219
-181.378, 20.875, 7.424, 16.252
-181.377, 20.624, 7.545, 16.285
-181.377, 20.369, 7.666, 16.318
-181.377, 20.111, 7.770, 16.351
-181.376, 19.849, 7.844, 16.384
-181.376, 19.587, 7.870, 16.417
-181.375, 19.326, 7.850, 16.450
-181.375, 19.067, 7.792, 16.483
-181.375, 18.810, 7.705, 16.516
-181.374, 18.558, 7.594, 16.549
-181.374, 18.309, 7.467, 16.582
-181.373, 18.065, 7.334, 16.615
-181.373, 17.825, 7.207, 16.648
-181.373, 17.589, 7.095, 16.681
-181.372, 17.356, 7.000, 16.714
-181.372, 17.125, 6.926, 16.747
-181.371, 16.895, 6.878, 16.780
-181.371, 16.667, 6.858, 16.813
-181.371, 16.438, 6.865, 16.846
-181.370, 16.208, 6.895, 16.879
-181.370, 15.976, 6.942, 16.912
-181.369, 15.742, 7.003, 16.945
-181.369, 15.506, 7.075, 16.978
-181.368, 15.268, 7.157, 17.011
-181.368, 15.026, 7.246, 17.044
-181.367, 14.781, 7.341, 17.077
-181.367, 14.533, 7.442, 17.110
-181.366, 14.282, 7.547, 17.143
-181.366, 14.027, 7.655, 17.176
-181.365, 13.768, 7.766, 17.209
-181.365, 13.506, 7.879, 17.242
-181.364, 13.240, 7.995, 17.275
-181.364, 12.970, 8.112, 17.308
-181.363, 12.696, 8.230, 17.341
-181.363, 12.418, 8.349, 17.374
-181.362, 12.136, 8.467, 17.407
-181.362, 11.851, 8.569, 17.440
-181.361, 11.564, 8.639, 17.473
-181.360, 11.275, 8.663, 17.506
-181.360, 10.988, 8.640, 17.539
-181.359, 10.702, 8.579, 17.572
-181.359, 10.420, 8.488, 17.605
-181.358, 10.141, 8.375, 17.638
-181.358, 9.866, 8.251, 17.671
-181.357, 9.596, 8.130, 17.704
-181.356, 9.329, 8.018, 17.737
-181.356, 9.065, 7.919, 17.770
-181.355, 8.804, 7.834, 17.803
-181.355, 8.545, 7.768, 17.836
-181.354, 8.288, 7.725, 17.869
-181.353, 8.031, 7.708, 17.902
-181.353, 7.774, 7.714, 17.935
-181.352, 7.515, 7.740, 17.968
-181.352, 7.256, 7.782, 18.001
-181.351, 6.994, 7.837, 18.034
-181.350, 6.731, 7.902, 18.067
-181.350, 6.465, 7.976, 18.100
-181.349, 6.196, 8.057, 18.133
-181.348, 5.925, 8.145, 18.166
-181.348, 5.650, 8.237, 18.199
-181.347, 5.372, 8.334, 18.232
-181.346, 5.091, 8.434, 18.265
-181.346, 4.807, 8.538, 18.298
-181.345, 4.519, 8.643, 18.331
-181.344, 4.228, 8.751, 18.364
-181.343, 3.933, 8.861, 18.397
-181.343, 3.634, 8.972, 18.430
-181.342, 3.332, 9.084, 18.463
-181.341, 3.026, 9.197, 18.496
-181.340, 2.716, 9.310, 18.529
-181.340, 2.403, 9.422, 18.562
-181.339, 2.086, 9.519, 18.595
-181.338, 1.767, 9.584, 18.628
-181.337, 1.447, 9.602, 18.661
-181.336, 1.129, 9.573, 18.694
-181.335, 0.812, 9.507, 18.727
-181.335, 0.499, 9.410, 18.760
-181.334, 0.190, 9.291, 18.793
-181.333, -0.115, 9.160, 18.826
-181.332, -0.416, 9.030, 18.859
-181.331, -0.712, 8.907, 18.892
-181.331, -1.006, 8.796, 18.925
-181.330, -1.295, 8.699, 18.958
-181.329, -1.583, 8.620, 18.991
-181.328, -1.868, 8.563, 19.024
-181.327, -2.153, 8.532, 19.057
-181.326, -2.437, 8.524, 19.090
-181.326, -2.722, 8.536, 19.123
-181.325, -3.008, 8.564, 19.156
-181.324, -3.295, 8.606, 19.189
-181.323, -3.584, 8.658, 19.222
-181.322, -3.875, 8.720, 19.255
-181.321, -4.168, 8.790, 19.288
-181.320, -4.463, 8.867, 19.321
-181.319, -4.762, 8.949, 19.354
-181.319, -5.063, 9.036, 19.387
-181.318, -5.367, 9.127, 19.420
-181.317, -5.674, 9.221, 19.453
-181.316, -5.985, 9.318, 19.486
-181.315, -6.298, 9.418, 19.519
-181.314, -6.615, 9.519, 19.552
-181.313, -6.936, 9.623, 19.585
-181.312, -7.260, 9.727, 19.618
-181.311, -7.587, 9.833, 19.651
-181.310, -7.918, 9.940, 19.684
-181.309, -8.252, 10.047, 19.717
-181.308, -8.590, 10.155, 19.750
-181.307, -8.931, 10.263, 19.783
-181.305, -9.277, 10.372, 19.816
-181.304, -9.625, 10.481, 19.849
-181.303, -9.978, 10.590, 19.882
-181.302, -10.333, 10.698, 19.915
-181.301, -10.692, 10.790, 19.948
-181.300, -11.054, 10.850, 19.981
-181.299, -11.415, 10.863, 20.014
-181.297, -11.776, 10.830, 20.047
-181.296, -12.134, 10.759, 20.080
-181.295, -12.489, 10.658, 20.113
-181.294, -12.840, 10.541, 20.146
-181.293, -13.187, 10.420, 20.179
-181.292, -13.530, 10.302, 20.212
-181.290, -13.869, 10.189, 20.245
-181.289, -14.205, 10.085, 20.278
-181.288, -14.538, 9.992, 20.311
-181.287, -14.868, 9.914, 20.344
-181.286, -15.197, 9.856, 20.377
-181.285, -15.524, 9.819, 20.410
-181.283, -15.851, 9.803, 20.443
-181.282, -16.178, 9.804, 20.476
-181.281, -16.506, 9.821, 20.509
-181.280, -16.835, 9.850, 20.542
-181.279, -17.165, 9.890, 20.575
-181.277, -17.496, 9.939, 20.608
-181.276, -17.829, 9.996, 20.641
-181.275, -18.165, 10.060, 20.674
-181.274, -18.503, 10.129, 20.707
-181.272, -18.843, 10.203, 20.740
-181.271, -19.185, 10.282, 20.773
-181.270, -19.531, 10.364, 20.806
-181.268, -19.879, 10.449, 20.839
-181.267, -20.230, 10.537, 20.872
-181.266, -20.584, 10.627, 20.905
-181.264, -20.941, 10.719, 20.938
-181.263, -21.301, 10.813, 20.971
-181.262, -21.664, 10.908, 21.004
-181.260, -22.031, 11.005, 21.037
-181.259, -22.400, 11.103, 21.070
-181.257, -22.773, 11.202, 21.103
-181.256, -23.149, 11.302, 21.136
-181.254, -23.529, 11.403, 21.169
-181.253, -23.912, 11.505, 21.202
-181.251, -24.298, 11.607, 21.235
-181.250, -24.688, 11.709, 21.268
-181.248, -25.081, 11.812, 21.301
-181.247, -25.477, 11.915, 21.334
-181.245, -25.877, 12.019, 21.367
-181.244, -26.281, 12.123, 21.400
-181.242, -26.687, 12.226, 21.433
-181.240, -27.098, 12.329, 21.466
-181.239, -27.511, 12.415, 21.499
-181.237, -27.926, 12.471, 21.532
-181.235, -28.342, 12.479, 21.565
-181.233, -28.756, 12.441, 21.598
-181.232, -29.168, 12.364, 21.631
-181.230, -29.576, 12.257, 21.664
-181.228, -29.980, 12.132, 21.697
-181.227, -30.379, 12.001, 21.730
-181.225, -30.775, 11.872, 21.763
-181.223, -31.166, 11.746, 21.796
-181.221, -31.553, 11.628, 21.829
-181.220, -31.937, 11.519, 21.862
-181.218, -32.318, 11.425, 21.895
-181.216, -32.697, 11.348, 21.928
-181.215, -33.073, 11.292, 21.961
-181.213, -33.449, 11.254, 21.994
-181.211, -33.823, 11.233, 22.027
-181.210, -34.198, 11.227, 22.060
-181.208, -34.573, 11.234, 22.093
-181.206, -34.948, 11.253, 22.126
-181.204, -35.325, 11.283, 22.159
-181.203, -35.702, 11.320, 22.192
-181.201, -36.081, 11.365, 22.225
-181.199, -36.462, 11.417, 22.258
-181.197, -36.845, 11.474, 22.291
-181.196, -37.229, 11.536, 22.324
-181.194, -37.616, 11.603, 22.357
-181.192, -38.005, 11.674, 22.390
-181.190, -38.397, 11.748, 22.423
-181.188, -38.791, 11.825, 22.456
-181.186, -39.188, 11.905, 22.489
-181.184, -39.587, 11.988, 22.522
-181.183, -39.989, 12.072, 22.555
-181.181, -40.394, 12.159, 22.588
-181.179, -40.802, 12.247, 22.621
-181.177, -41.213, 12.337, 22.654
-181.175, -41.627, 12.428, 22.687
-181.173, -42.044, 12.521, 22.720
-181.171, -42.464, 12.614, 22.753
-181.169, -42.887, 12.708, 22.786
-181.167, -43.313, 12.803, 22.819
-181.165, -43.742, 12.899, 22.852
-181.163, -44.175, 12.996, 22.885
-181.160, -44.611, 13.092, 22.918
-181.158, -45.050, 13.190, 22.951
-181.156, -45.492, 13.288, 22.984
-181.154, -45.938, 13.386, 23.017
